Send,Receive,diff,Diff 2,time error
2018-10-02T17:12:25.471,2018-10-02T17:12:25.618,0.147,0.147,-0.094 -0.081
2018-10-02T17:12:26.496,2018-10-02T17:12:26.939,0.443,0.443,-0.094 -0.081
2018-10-02T17:12:27.528,2018-10-02T17:12:27.893,0.365,0.365,-0.094 -0.081
2018-10-02T17:12:28.556,2018-10-02T17:12:28.853,0.297,0.297,-0.094 -0.081
2018-10-02T17:12:29.581,2018-10-02T17:12:29.814,0.233,0.233,-0.094 -0.081
2018-10-02T17:12:30.608,2018-10-02T17:12:30.767,0.159,0.159,-0.094 -0.081
2018-10-02T17:12:31.640,2018-10-02T17:12:32.357,0.717,0.717,-0.094 -0.081
2018-10-02T17:12:32.666,2018-10-02T17:12:32.799,0.133,0.133,-0.094 -0.081
2018-10-02T17:12:33.711,2018-10-02T17:12:33.946,0.235,0.235,-0.094 -0.081
2018-10-02T17:12:34.740,2018-10-02T17:12:34.994,0.254,0.254,-0.094 -0.081
2018-10-02T17:12:35.765,2018-10-02T17:12:36.214,0.449,0.449,-0.094 -0.081
2018-10-02T17:12:36.792,2018-10-02T17:12:37.166,0.374,0.374,-0.094 -0.081
2018-10-02T17:12:37.823,2018-10-02T17:12:38.122,0.299,0.299,-0.094 -0.081
2018-10-02T17:12:38.847,2018-10-02T17:12:39.079,0.232,0.232,-0.094 -0.081
2018-10-02T17:12:39.875,2018-10-02T17:12:40.359,0.484,0.484,-0.094 -0.081
2018-10-02T17:12:40.901,2018-10-02T17:12:41.079,0.178,0.178,-0.094 -0.081
2018-10-02T17:12:41.933,2018-10-02T17:12:42.273,0.34,0.34,-0.094 -0.081
2018-10-02T17:12:42.960,2018-10-02T17:12:43.260,0.3,0.3,-0.094 -0.081
2018-10-02T17:12:43.987,2018-10-02T17:12:44.180,0.193,0.193,-0.094 -0.081
2018-10-02T17:12:45.013,2018-10-02T17:12:45.158,0.145,0.145,-0.094 -0.081
2018-10-02T17:12:46.039,2018-10-02T17:12:46.432,0.393,0.393,-0.094 -0.081
2018-10-02T17:12:47.066,2018-10-02T17:12:47.748,0.682,0.682,-0.094 -0.081
2018-10-02T17:12:48.091,2018-10-02T17:12:48.365,0.274,0.274,-0.094 -0.081
2018-10-02T17:12:49.121,2018-10-02T17:12:49.339,0.218,0.218,-0.094 -0.081
2018-10-02T17:12:50.150,2018-10-02T17:12:50.266,0.116,0.116,-0.094 -0.081
2018-10-02T17:12:51.179,2018-10-02T17:12:51.568,0.389,0.389,-0.094 -0.081
2018-10-02T17:12:52.206,2018-10-02T17:12:52.520,0.314,0.314,-0.094 -0.081
2018-10-02T17:12:53.234,2018-10-02T17:12:53.487,0.253,0.253,-0.094 -0.081
2018-10-02T17:12:54.260,2018-10-02T17:12:54.762,0.502,0.502,-0.094 -0.081
2018-10-02T17:12:55.290,2018-10-02T17:12:55.729,0.439,0.439,-0.094 -0.081
2018-10-02T17:12:56.327,2018-10-02T17:12:56.673,0.346,0.346,-0.094 -0.081
2018-10-02T17:12:57.359,2018-10-02T17:12:57.632,0.273,0.273,-0.094 -0.081
2018-10-02T17:12:58.391,2018-10-02T17:12:58.575,0.184,0.184,-0.094 -0.081
2018-10-02T17:12:59.433,2018-10-02T17:12:59.557,0.124,0.124,-0.094 -0.081
2018-10-02T17:13:00.458,2018-10-02T17:13:00.862,0.404,0.404,-0.094 -0.081
2018-10-02T17:13:01.484,2018-10-02T17:13:01.801,0.317,0.317,-0.094 -0.081
2018-10-02T17:13:02.512,2018-10-02T17:13:02.748,0.236,0.236,-0.094 -0.081
2018-10-02T17:13:03.537,2018-10-02T17:13:03.709,0.172,0.172,-0.094 -0.081
2018-10-02T17:13:04.561,2018-10-02T17:13:04.661,0.1,0.1,-0.094 -0.081
2018-10-02T17:13:05.591,2018-10-02T17:13:05.987,0.396,0.396,-0.094 -0.081
2018-10-02T17:13:06.619,2018-10-02T17:13:06.908,0.289,0.289,-0.094 -0.081
2018-10-02T17:13:07.645,2018-10-02T17:13:07.872,0.227,0.227,-0.094 -0.081
2018-10-02T17:13:08.673,2018-10-02T17:13:08.848,0.175,0.175,-0.094 -0.081
2018-10-02T17:13:09.698,2018-10-02T17:13:10.140,0.442,0.442,-0.094 -0.081
2018-10-02T17:13:10.724,2018-10-02T17:13:11.058,0.334,0.334,-0.094 -0.081
2018-10-02T17:13:11.749,2018-10-02T17:13:12.030,0.281,0.281,-0.094 -0.081
2018-10-02T17:13:12.774,2018-10-02T17:13:12.992,0.218,0.218,-0.094 -0.081
2018-10-02T17:13:13.800,2018-10-02T17:13:13.957,0.157,0.157,-0.094 -0.081
2018-10-02T17:13:14.824,2018-10-02T17:13:15.246,0.422,0.422,-0.094 -0.081
2018-10-02T17:13:15.848,2018-10-02T17:13:16.191,0.343,0.343,-0.094 -0.081
2018-10-02T17:13:16.876,2018-10-02T17:13:17.136,0.26,0.26,-0.094 -0.081
2018-10-02T17:13:17.899,2018-10-02T17:13:18.133,0.234,0.234,-0.094 -0.081
2018-10-02T17:13:18.925,2018-10-02T17:13:19.059,0.134,0.134,-0.094 -0.081
2018-10-02T17:13:19.949,2018-10-02T17:13:20.386,0.437,0.437,-0.094 -0.081
2018-10-02T17:13:20.976,2018-10-02T17:13:21.305,0.329,0.329,-0.094 -0.081
2018-10-02T17:13:22.000,2018-10-02T17:13:22.288,0.288,0.288,-0.094 -0.081
2018-10-02T17:13:23.024,2018-10-02T17:13:23.229,0.205,0.205,-0.094 -0.081
2018-10-02T17:13:24.050,2018-10-02T17:13:24.198,0.148,0.148,-0.094 -0.081
2018-10-02T17:13:25.074,2018-10-02T17:13:25.473,0.399,0.399,-0.094 -0.081
2018-10-02T17:13:26.098,2018-10-02T17:13:26.440,0.342,0.342,-0.094 -0.081
2018-10-02T17:13:27.133,2018-10-02T17:13:27.391,0.258,0.258,-0.094 -0.081
2018-10-02T17:13:28.156,2018-10-02T17:13:28.371,0.215,0.215,-0.094 -0.081
2018-10-02T17:13:29.181,2018-10-02T17:13:29.624,0.443,0.443,-0.094 -0.081
2018-10-02T17:13:30.253,2018-10-02T17:13:30.595,0.342,0.342,-0.094 -0.081
2018-10-02T17:13:31.284,2018-10-02T17:13:31.568,0.284,0.284,-0.094 -0.081
2018-10-02T17:13:32.309,2018-10-02T17:13:32.519,0.21,0.21,-0.094 -0.081
2018-10-02T17:13:33.341,2018-10-02T17:13:33.470,0.129,0.129,-0.094 -0.081
2018-10-02T17:13:34.369,2018-10-02T17:13:34.758,0.389,0.389,-0.094 -0.081
2018-10-02T17:13:35.398,2018-10-02T17:13:35.696,0.298,0.298,-0.094 -0.081
2018-10-02T17:13:36.424,2018-10-02T17:13:36.665,0.241,0.241,-0.094 -0.081
2018-10-02T17:13:37.449,2018-10-02T17:13:37.636,0.187,0.187,-0.094 -0.081
2018-10-02T17:13:38.473,2018-10-02T17:13:38.611,0.138,0.138,-0.094 -0.081
2018-10-02T17:13:39.500,2018-10-02T17:13:39.895,0.395,0.395,-0.094 -0.081
2018-10-02T17:13:40.524,2018-10-02T17:13:40.862,0.338,0.338,-0.094 -0.081
2018-10-02T17:13:41.551,2018-10-02T17:13:41.784,0.233,0.233,-0.094 -0.081
2018-10-02T17:13:42.575,2018-10-02T17:13:42.766,0.191,0.191,-0.094 -0.081
2018-10-02T17:13:43.602,2018-10-02T17:13:43.708,0.106,0.106,-0.094 -0.081
2018-10-02T17:13:44.626,2018-10-02T17:13:45.121,0.495,0.495,-0.094 -0.081
2018-10-02T17:13:45.653,2018-10-02T17:13:45.951,0.298,0.298,-0.094 -0.081
2018-10-02T17:13:46.677,2018-10-02T17:13:46.929,0.252,0.252,-0.094 -0.081
2018-10-02T17:13:47.703,2018-10-02T17:13:47.866,0.163,0.163,-0.094 -0.081
2018-10-02T17:13:48.732,2018-10-02T17:13:48.859,0.127,0.127,-0.094 -0.081
2018-10-02T17:13:49.763,2018-10-02T17:13:50.134,0.371,0.371,-0.094 -0.081
2018-10-02T17:13:50.793,2018-10-02T17:13:51.118,0.325,0.325,-0.094 -0.081
2018-10-02T17:13:51.820,2018-10-02T17:13:52.045,0.225,0.225,-0.094 -0.081
2018-10-02T17:13:52.859,2018-10-02T17:13:53.016,0.157,0.157,-0.094 -0.081
2018-10-02T17:13:53.889,2018-10-02T17:13:54.272,0.383,0.383,-0.094 -0.081
2018-10-02T17:13:54.934,2018-10-02T17:13:55.263,0.329,0.329,-0.094 -0.081
2018-10-02T17:13:55.958,2018-10-02T17:13:56.212,0.254,0.254,-0.094 -0.081
2018-10-02T17:13:56.984,2018-10-02T17:13:57.153,0.169,0.169,-0.094 -0.081
2018-10-02T17:13:58.013,2018-10-02T17:13:58.440,0.427,0.427,-0.094 -0.081
2018-10-02T17:13:59.039,2018-10-02T17:13:59.169,0.13,0.13,-0.094 -0.081
2018-10-02T17:14:00.068,2018-10-02T17:14:00.345,0.277,0.277,-0.094 -0.081
2018-10-02T17:14:01.095,2018-10-02T17:14:01.324,0.229,0.229,-0.094 -0.081
2018-10-02T17:14:02.120,2018-10-02T17:14:02.262,0.142,0.142,-0.094 -0.081
2018-10-02T17:14:03.147,2018-10-02T17:14:03.565,0.418,0.418,-0.094 -0.081
2018-10-02T17:14:04.170,2018-10-02T17:14:04.520,0.35,0.35,-0.094 -0.081
2018-10-02T17:14:05.259,2018-10-02T17:14:05.491,0.232,0.232,-0.094 -0.081
2018-10-02T17:14:06.287,2018-10-02T17:14:06.448,0.161,0.161,-0.094 -0.081
2018-10-02T17:14:07.314,2018-10-02T17:14:08.056,0.742,0.742,-0.094 -0.081
2018-10-02T17:14:08.339,2018-10-02T17:14:08.517,0.178,0.178,-0.094 -0.081
2018-10-02T17:14:09.365,2018-10-02T17:14:09.645,0.28,0.28,-0.094 -0.081
2018-10-02T17:14:10.425,2018-10-02T17:14:10.597,0.172,0.172,-0.094 -0.081
2018-10-02T17:14:11.450,2018-10-02T17:14:11.887,0.437,0.437,-0.094 -0.081
2018-10-02T17:14:12.488,2018-10-02T17:14:12.852,0.364,0.364,-0.094 -0.081
2018-10-02T17:14:13.622,2018-10-02T17:14:13.809,0.187,0.187,-0.094 -0.081
2018-10-02T17:14:14.652,2018-10-02T17:14:15.057,0.405,0.405,-0.094 -0.081
2018-10-02T17:14:15.685,2018-10-02T17:14:16.045,0.36,0.36,-0.094 -0.081
2018-10-02T17:14:16.714,2018-10-02T17:14:17.015,0.301,0.301,-0.094 -0.081
2018-10-02T17:14:17.750,2018-10-02T17:14:18.073,0.323,0.323,-0.094 -0.081
2018-10-02T17:14:18.782,2018-10-02T17:14:19.233,0.451,0.451,-0.094 -0.081
2018-10-02T17:14:19.816,2018-10-02T17:14:20.211,0.395,0.395,-0.094 -0.081
2018-10-02T17:14:20.842,2018-10-02T17:14:21.164,0.322,0.322,-0.094 -0.081
2018-10-02T17:14:21.870,2018-10-02T17:14:22.119,0.249,0.249,-0.094 -0.081
2018-10-02T17:14:22.901,2018-10-02T17:14:23.085,0.184,0.184,-0.094 -0.081
2018-10-02T17:14:23.933,2018-10-02T17:14:24.364,0.431,0.431,-0.094 -0.081
2018-10-02T17:14:24.959,2018-10-02T17:14:25.327,0.368,0.368,-0.094 -0.081
2018-10-02T17:14:25.988,2018-10-02T17:14:26.284,0.296,0.296,-0.094 -0.081
2018-10-02T17:14:27.017,2018-10-02T17:14:27.251,0.234,0.234,-0.094 -0.081
2018-10-02T17:14:28.048,2018-10-02T17:14:28.203,0.155,0.155,-0.094 -0.081
2018-10-02T17:14:29.075,2018-10-02T17:14:29.468,0.393,0.393,-0.094 -0.081
2018-10-02T17:14:30.105,2018-10-02T17:14:30.294,0.189,0.189,-0.094 -0.081
2018-10-02T17:14:31.133,2018-10-02T17:14:31.711,0.578,0.578,-0.094 -0.081
2018-10-02T17:14:32.174,2018-10-02T17:14:32.367,0.193,0.193,-0.094 -0.081
2018-10-02T17:14:33.204,2018-10-02T17:14:33.648,0.444,0.444,-0.094 -0.081
2018-10-02T17:14:34.230,2018-10-02T17:14:34.625,0.395,0.395,-0.094 -0.081
2018-10-02T17:14:35.255,2018-10-02T17:14:35.546,0.291,0.291,-0.094 -0.081
2018-10-02T17:14:36.282,2018-10-02T17:14:36.535,0.253,0.253,-0.094 -0.081
2018-10-02T17:14:37.311,2018-10-02T17:14:37.488,0.177,0.177,-0.094 -0.081
2018-10-02T17:14:38.344,2018-10-02T17:14:38.771,0.427,0.427,-0.094 -0.081
2018-10-02T17:14:39.370,2018-10-02T17:14:39.728,0.358,0.358,-0.094 -0.081
2018-10-02T17:14:40.395,2018-10-02T17:14:40.693,0.298,0.298,-0.094 -0.081
